date,amount,account_name,message,vs
2026-07-31,-5.0,,Zverejňovanie účtu,
2026-07-02,-20.91,"ŠTÚDIO s.r.o., Lučenec",0260702151112.224894,
2026-07-02,200.0,Olšiaková Rút,F001020720267784958,
2026-06-30,-5.0,,Zverejňovanie účtu,
2026-06-26,-108.24,ISPA s.r.o.,Voĺby Ing.Rút Olšiaková,202504093.0
2026-06-26,100.0,Olšiaková Rút,F001260620261727798,
2026-05-31,-5.0,,Zverejňovanie účtu,
2026-05-13,-67.64,"EXO TECHNOLOGIES, spol. s r.o.",VS:2670912219 - EXO TECHNOLOGIES,2670912219.0
2026-05-13,100.0,Olšiaková Rút,F001130520267668936,
2026-05-08,-1180.8,ISPA s.r.o.,Voĺby Ing. Rút Olšiaková č. 202504093,
2026-05-08,700.0,Olšiaková Rút,F001080520261159505,
2026-04-30,-5.0,,Zverejňovanie účtu,
2026-04-30,-418.2,"BigMedia, s.r.o.",Voĺby Olšiaková 08/2026,
2026-04-30,-1014.75,"BigMedia, s.r.o.",Kampaň voĺby Olšiaková 09/2026,
2026-04-30,2000.0,Olšiaková Rút,F001300420262721523,
