date,amount,account_name,message,vs
2026-07-27,-7.28,,"/VS20260706/SS/KS0308 27.07.2026 1820,40 EUR",
2026-07-27,-1820.4,GRAPHICS STUDIO s.r.o.,Banner montaz a finalizacia,20260706.0
2026-07-27,-1.6,,"/VS1372026/SS/KS 27.07.2026 399,75 EUR",
2026-07-27,-399.75,REDES,Tlac letakov A5,1372026.0
2026-07-27,-3.57,,"/VS126399/SS/KS 27.07.2026 892,24 EUR",
2026-07-27,-892.24,"printhouse, s.r.o.",Noviny tlac,126399.0
2026-07-27,-1.79,,"/VS26950230/SS/KS 27.07.2026 447,72 EUR",
2026-07-27,-447.72,ISPA spol,BB kampan august,26950230.0
2026-07-21,-0.54,,"/VS6340136069/SS/KS0558 21.07.2026 135,00 EUR",
2026-07-21,-135.0,Mesto Senec,Daň za zabratie priestranstva,6340136069.0
2026-07-16,-2.24,,"/VS1226205483/SS/KS0308 16.07.2026 560,88 EUR",
2026-07-16,-560.88,"BigMedia, spol. s r.o.",Bb kampan 4ks,1226205483.0
2026-07-16,-0.61,,"/VS2610004281/SS/KS 16.07.2026 152,52 EUR",
2026-07-16,-152.52,"NUBIUM, s. r. o.",Prenajom bb a tlac,2610004281.0
2026-07-16,-0.05,,"/VS13312/SS/KS 16.07.2026 12,60 EUR",
2026-07-16,-12.6,Mesto Piestany,Zabratie priestranstva,13312.0
2026-07-16,-0.37,,"/VS1020263439/SS/KS0308 16.07.2026 92,25 EUR",
2026-07-16,-92.25,Bittner print s.r.o.,Pohladnice,1020263439.0
2026-07-16,-4.67,,"/VS1020263478/SS/KS0308 16.07.2026 1168,50 EUR",
2026-07-16,-1168.5,Bittner print s.r.o.,Letaky tlac,1020263478.0
2026-07-16,-21.55,,"/VS261100879/SS/KS0008 16.07.2026 5387,82 EUR",
2026-07-16,-5387.82,"REPRE, s.r.o.",Reklamna kolekcia a predmety,261100879.0
2026-07-16,-0.66,,"/VS1226205451/SS/KS0308 16.07.2026 166,05 EUR",
2026-07-16,-166.05,"BigMedia, spol. s r.o.",Bb kampan 1 ks,1226205451.0
2026-07-16,-0.37,,"/VS202607405/SS/KS 16.07.2026 92,25 EUR",
2026-07-16,-92.25,ARTON s.r.o.,Tlac plagatov 5 ks,202607405.0
2026-07-16,-2.71,,"/VS202607153/SS/KS 16.07.2026 676,50 EUR",
2026-07-16,-676.5,ARTON s.r.o.,Prenajom BB 5 ks,202607153.0
2026-07-16,-1.66,,"/VS202600478/SS/KS 16.07.2026 414,02 EUR",
2026-07-16,-414.02,MADNESS ADVERTISING,Roll up a beach flagy,202600478.0
2026-07-16,-1.48,,"/VS264007/SS/KS 16.07.2026 369,00 EUR",
2026-07-16,-369.0,euroAwk,Prenajom 3 ks bb,264007.0
2026-07-15,-16.31,,"/VS202607379/SS/KS 15.07.2026 4077,45 EUR",
2026-07-15,-4077.45,ARTON s.r.o.,,202607379.0
2026-07-15,-10.55,,"/VS9001881268/SS/KS0308 15.07.2026 2636,55 EUR",
2026-07-15,-2636.55,Slovenska posta,,9001881268.0
2026-07-15,-10.04,,"/VS2610004279/SS/KS 15.07.2026 2510,43 EUR",
2026-07-15,-2510.43,"NUBIUM, s. r. o.",,2610004279.0
2026-07-15,-1.22,,"/VS2610004280/SS/KS 15.07.2026 305,04 EUR",
2026-07-15,-305.04,"NUBIUM, s. r. o.","Richter, prenájom BB a tlač 2ks",2610004280.0
2026-07-15,-1.48,,"/VS20260014/SS/KS 15.07.2026 369,00 EUR",
2026-07-15,-369.0,HIIOX s.r.o.,Fotenie Batovska,20260014.0
2026-07-15,-0.1,,"/VS5010014960/SS/KS0558 15.07.2026 25,00 EUR",
2026-07-15,-25.0,Mesto Trenčín,,5010014960.0
2026-07-15,-200.0,Jana Bermannova,"Graficke prace, zolnaiova",20260007.0
2026-07-15,-0.8,,"/VS20260007/SS/KS0308 15.07.2026 200,00 EUR",
2026-07-06,48000.0,Sloboda a Solidarita (SaS),Prevod vlastnych prostriedkov,
2026-07-02,-1.72,,"/VS202606138/SS/KS 02.07.2026 430,00 EUR",
2026-07-02,-430.0,FOTO - ELIAS s.r.o.,Portretove fotenie,202606138.0
2026-07-02,-4.6,,"/VS720260018/SS/KS 02.07.2026 1148,82 EUR",
2026-07-02,-1148.82,"UNIMEDIA, s.r.o.",Reklamna kampan 9-10/2026 4ks bb,720260018.0
2026-07-02,-2.71,,"/VS202605148/SS/KS 02.07.2026 676,50 EUR",
2026-07-02,-676.5,ARTON,Bb kampan 5ks maj,202605148.0
2026-07-02,-2.71,,"/VS202606160/SS/KS 02.07.2026 676,50 EUR",
2026-07-02,-676.5,ARTON,Bb kampan jun,202606160.0
2026-07-02,-0.6,,"/VS2026019/SS/KS 02.07.2026 150,00 EUR",
2026-07-02,-150.0,AjjA ateliér s.r.o.,Fotograficke sluzby,2026019.0
2026-07-02,-10.8,,"/VS260615/SS/KS0308 02.07.2026 2699,85 EUR",
2026-07-02,-2699.85,X print s.r.o.,polep auta Ford,260615.0
2026-07-02,-0.24,,"/VS20260009/SS/KS0308 02.07.2026 60,00 EUR",
2026-07-02,-60.0,Krisztina Seman - Tatar Kriszta Makeup,Vizazisticke sluzby,20260009.0
2026-07-02,-0.37,,"/VS202605464/SS/KS 02.07.2026 92,25 EUR",
2026-07-02,-92.25,ARTON s.r.o.,Tlac 5 ks plagatov,202605464.0
2026-06-30,-0.02,,"/VS/SS/KS0898 30.06.2026 5,00 EUR",
2026-06-30,-5.0,,Poplatok za vedenie účtu,
2026-06-30,-0.02,,"/VS/SS/KS0898 30.06.2026 5,00 EUR",
2026-06-30,-5.0,,Zverejňovanie účtu,
2026-06-30,-0.48,,"/VS1226205095/SS/KS0308 30.06.2026 119,19 EUR",
2026-06-30,-119.19,"BigMedia, spol. s r.o.",bb kampan jun Farkas,1226205095.0
2026-06-30,-0.1,,"/VS1020263039/SS/KS0308 30.06.2026 24,60 EUR",
2026-06-30,-24.6,Bittner print s.r.o.,Tlač BB,1020263039.0
2026-06-30,-0.39,,"/VS12600002/SS/KS 30.06.2026 98,00 EUR",
2026-06-30,-98.0,HASAS PASASOK,Startovne Sutaz vo vareni a peceni,12600002.0
2026-06-30,-5.71,,"/VS20260107/SS/KS 30.06.2026 1426,80 EUR",
2026-06-30,-1426.8,Biznis.help,Prenajom BB a tlač 4 ks,20260107.0
2026-06-29,-0.32,,"/VS5000332320/SS/KS 29.06.2026 80,00 EUR",
2026-06-29,-80.0,Mesto Trnava,uhrada správneho poplatku,5000332320.0
2026-06-27,-0.55,,"/VS2026088/SS/KS 27.06.2026 137,76 EUR",
2026-06-27,-137.76,LAGUN s.r.o.,Tlac letakov Richter 800ks,2026088.0
2026-06-23,-0.71,,"/VS2610003897/SS/KS 23.06.2026 177,12 EUR",
2026-06-23,-177.12,"NUBIUM, s. r. o.",Prenajom reklamneho panela Uhercik jun,2610003897.0
2026-06-15,8000.0,Sloboda a Solidarita (SaS),prevod vlastnych prostriedkov,
2026-06-02,50.0,Sloboda a Solidarita (SaS),Prevod vlastnych prostriedkov,
2026-05-31,-0.02,,"/VS/SS/KS0898 31.05.2026 5,00 EUR",
2026-05-31,-5.0,,Zverejňovanie účtu,
2026-05-31,-0.02,,"/VS/SS/KS0898 31.05.2026 5,00 EUR",
2026-05-31,-5.0,,Poplatok za vedenie účtu,
