date,amount,account_name,message,vs
2026-09-24,-1697.4,"joso, s.r.o.",tlac materialov,162026
2026-09-24,-1329.63,"joso, s.r.o.",tlac materialov,182026
2026-09-24,-688.8,"joso, s.r.o.",tlac materialov,172026
2026-09-24,3000.0,Roman Lamoš,,
2026-09-24,1000.0,Roman Lamoš,,
2026-09-23,21.4,Websupport s. r. o.,61.Vratenie duplicitnej platby VS 1026259330,
2026-09-23,-61.5,unimedia,tlac bb,420260867
2026-09-21,-550.55,mc podunajske biskupice,zaber verejneho priestranstva,6130001031
2026-09-11,-115.62,unimedia,tlac bb,720260065
2026-09-07,-585.0,IDC S. R. O.,graficke sluzby,26800128
2026-08-31,-6.0,,Vedenie konta Transparentný účet,9
2026-08-31,-88.56,unimedia,tlac bb,720260058
2026-08-25,-420.66,unimedia,tlac bb,720260056
2026-08-25,-21.4,Websupport s.r.o.,domena,1026259330
2026-08-25,-21.4,Websupport s.r.o.,domena,1026259330
2026-08-24,-1200.0,studio crep s.r.o.,foto sluzby,1082026
2026-08-24,2000.0,Roman Lamoš,kampan 2026,
2026-07-31,5.25,,Storno-popl.za platby a ved.úč/kon,9
2026-07-31,-0.25,,Poplatky za platby spolu,9
2026-07-31,-5.0,,Vedenie účtu,9
2026-07-31,7000.0,Roman Lamoš,kampan 2026,
2026-07-31,-5854.8,"unimedia, s.r.o.",BB,720260021
