date,amount,account_name,message,vs
2026-08-10,-8.0,,Poplatok SEPA platba (pobočka),2653016662.0
2026-08-10,-11.06,EXO TECHNOLOGIES spol. s r.o.,,2653016662.0
2026-07-31,-5.0,,Zverejňovanie účtu,
2026-07-31,-5.0,,Poplatok za vedenie účtu,
2026-06-30,-5.0,,Zverejňovanie účtu,
2026-06-30,-5.0,,Poplatok za vedenie účtu,
2026-05-31,-5.0,,Zverejňovanie účtu,
2026-05-31,-5.0,,Poplatok za vedenie účtu,
2026-04-30,-5.0,,Poplatok za vedenie účtu,
2026-04-30,-5.0,,Zverejňovanie účtu,
2026-03-31,-5.0,,Zverejňovanie účtu,
2026-03-31,-5.0,,Poplatok za vedenie účtu,
2026-02-28,-5.0,,Zverejňovanie účtu,
2026-02-28,-5.0,,Poplatok za vedenie účtu,
2026-01-31,-5.0,,Zverejňovanie účtu,
2026-01-31,-5.0,,Poplatok za vedenie účtu,
2025-12-31,-5.0,,Zverejňovanie účtu,
2025-12-31,-5.0,,Poplatok za vedenie účtu,
2025-11-30,-5.0,,Zverejňovanie účtu,
2025-11-30,-5.0,,Poplatok za vedenie účtu,
2025-10-31,-5.0,,Zverejňovanie účtu,
2025-10-31,-5.0,,Poplatok za vedenie účtu,
2025-09-30,-5.0,,Poplatok za vedenie účtu,
2025-09-30,-5.0,,Zverejňovanie účtu,
2025-08-31,-5.0,,Zverejňovanie účtu,
2025-08-31,-4.0,,Poplatok za vedenie účtu,
2025-07-31,-5.0,,Zverejňovanie účtu,
2025-07-31,-4.0,,Poplatok za vedenie účtu,
2025-06-30,-5.0,,Zverejňovanie účtu,
2025-06-30,-4.0,,Poplatok za vedenie účtu,
2025-05-31,-5.0,,Zverejňovanie účtu,
2025-05-31,-4.0,,Poplatok za vedenie účtu,
2025-04-30,-5.0,,Zverejňovanie účtu,
2025-04-30,-4.0,,Poplatok za vedenie účtu,
2025-03-31,-5.0,,Zverejňovanie účtu,
2025-03-31,-4.0,,Poplatok za vedenie účtu,
2025-02-28,-5.0,,Zverejňovanie účtu,
2025-02-28,-4.0,,Poplatok za vedenie účtu,
2025-01-31,-5.0,,Zverejňovanie účtu,
2025-01-31,-4.0,,Poplatok za vedenie účtu,
2024-12-31,-5.0,,Zverejňovanie účtu,
2024-12-31,-4.0,,Poplatok za vedenie účtu,
2024-11-30,-5.0,,Zverejňovanie účtu,
2024-11-30,-4.0,,Poplatok za vedenie účtu,
2024-10-31,-5.0,,Zverejňovanie účtu,
2024-10-31,-4.0,,Poplatok za vedenie účtu,
2024-09-30,-5.0,,Zverejňovanie účtu,
2024-09-30,-4.0,,Poplatok za vedenie účtu,
2024-08-31,-5.0,,Zverejňovanie účtu,
2024-08-31,-4.0,,Poplatok za vedenie účtu,
2024-07-31,-5.0,,Zverejňovanie účtu,
2024-07-31,-4.0,,Poplatok za vedenie účtu,
2024-06-30,-5.0,,Zverejňovanie účtu,
2024-06-30,-4.0,,Poplatok za vedenie účtu,
2024-05-31,-5.0,,Zverejňovanie účtu,
2024-05-31,-4.0,,Poplatok za vedenie účtu,
2024-04-30,-5.0,,Zverejňovanie účtu,
2024-04-30,-4.0,,Poplatok za vedenie účtu,
2024-03-31,-5.0,,Zverejňovanie účtu,
2024-03-31,-4.0,,Poplatok za vedenie účtu,
2024-02-29,-5.0,,Zverejňovanie účtu,
2024-02-29,-4.0,,Poplatok za vedenie účtu,
2024-01-31,-5.0,,Zverejňovanie účtu,
2024-01-31,-4.0,,Poplatok za vedenie účtu,
2023-12-31,-5.0,,Zverejňovanie účtu,
2023-12-31,-4.0,,Poplatok za vedenie účtu,
2023-11-30,-5.0,,Zverejňovanie účtu,
2023-11-30,-4.0,,Poplatok za vedenie účtu,
2023-10-31,-5.0,,Zverejňovanie účtu,
2023-10-31,-4.0,,Poplatok za vedenie účtu,
2023-09-30,-5.0,,Zverejňovanie účtu,
2023-09-30,-4.0,,Poplatok za vedenie účtu,
2023-08-31,-5.0,,Zverejňovanie účtu,
2023-08-31,-4.0,,Poplatok za vedenie účtu,
2023-07-31,-5.0,,Zverejňovanie účtu,
2023-07-31,-4.0,,Poplatok za vedenie účtu,
2023-06-30,-5.0,,Zverejňovanie účtu,
2023-06-30,-4.0,,Poplatok za vedenie účtu,
2023-05-31,-5.0,,Zverejňovanie účtu,
2023-05-31,-4.0,,Poplatok za vedenie účtu,
2023-04-30,-5.0,,Zverejňovanie účtu,
2023-04-30,-4.0,,Poplatok za vedenie účtu,
2023-03-31,-5.0,,Zverejňovanie účtu,
2023-03-31,-4.0,,Poplatok za vedenie účtu,
2023-02-28,-5.0,,Zverejňovanie účtu,
2023-02-28,-4.0,,Poplatok za vedenie účtu,
2023-01-31,-5.0,,Zverejňovanie účtu,
2023-01-31,-4.0,,Poplatok za vedenie účtu,
