date,amount,account_name,message,vs
2026-09-20,-65.08,,"Nákup: Tesco Kosice Nad Jazer, Kosice, SK, dne 19.9.2026, částka  65.08 EUR",9794
2026-09-20,-55.3,,"Nákup: MEA GRATI, a.s., Ladmovce, SK, dne 19.9.2026, částka  55.30 EUR",9794
2026-09-16,-10.0,,"Nákup: POKLADNA.DETSKAZELEZNICA, POKLADNA.DETS, SK, dne 15.9.2026, částka  10.00 EUR",9794
2026-09-16,-10.0,,"Nákup: POKLADNA.DETSKAZELEZNICA, POKLADNA.DETS, SK, dne 15.9.2026, částka  10.00 EUR",9794
2026-09-16,-10.0,,"Nákup: POKLADNA.DETSKAZELEZNICA, POKLADNA.DETS, SK, dne 15.9.2026, částka  10.00 EUR",9794
2026-09-15,-25.0,,"Nákup: PAPIER SERVIS, KOSICE, SK, dne 14.9.2026, částka  25.00 EUR",9794
2026-09-11,-10.0,,"Nákup: POKLADNA.DETSKAZELEZNICA, POKLADNA.DETS, SK, dne 10.9.2026, částka  10.00 EUR",9794
2026-09-11,-10.0,,"Nákup: POKLADNA.DETSKAZELEZNICA, POKLADNA.DETS, SK, dne 10.9.2026, částka  10.00 EUR",9794
2026-09-11,-10.0,,"Nákup: POKLADNA.DETSKAZELEZNICA, POKLADNA.DETS, SK, dne 10.9.2026, částka  10.00 EUR",9794
2026-09-11,-10.0,,"Nákup: POKLADNA.DETSKAZELEZNICA, POKLADNA.DETS, SK, dne 10.9.2026, částka  10.00 EUR",9794
2026-09-11,-10.0,,"Nákup: POKLADNA.DETSKAZELEZNICA, POKLADNA.DETS, SK, dne 10.9.2026, částka  10.00 EUR",9794
2026-09-11,-10.0,,"Nákup: POKLADNA.DETSKAZELEZNICA, POKLADNA.DETS, SK, dne 10.9.2026, částka  10.00 EUR",9794
2026-09-11,-10.0,,"Nákup: POKLADNA.DETSKAZELEZNICA, POKLADNA.DETS, SK, dne 10.9.2026, částka  10.00 EUR",9794
2026-09-07,-170.69,Unibuss s.r.o,,20261295
2026-09-03,-78.72,Nexprim s.r.o.,,20261009
2026-09-03,-117.78,Papier servis s.r.o,,20260600
2026-09-03,-295.2,Arton s.r.o.,,202608160
2026-08-10,-93.1,Troty TT s.r.o,,2026001
2026-08-10,-80.0,Mesto Kosice,Jencova Spravny poplatok,3451260329
2026-08-10,4000.0,"MVDr.,Mgr. Jenčová, Anna",,
