date,amount,account_name,message,vs
2026-08-12,-38.28,,"/VS20260889/SS/KS 12.08.2026 9569,40 EUR",
2026-08-12,-9569.4,"TigerPrint, s.r.o.",reklamne predmety SNS,20260889.0
2026-08-07,-5.69,,"/VS20260874/SS/KS 07.08.2026 1421,88 EUR",
2026-08-07,-1421.88,TigerPrint s.r.o.,reklamne predmety SNS,20260874.0
2026-07-31,-0.02,,"/VS/SS/KS0898 31.07.2026 5,00 EUR",
2026-07-31,-5.0,,Zverejňovanie účtu,
2026-07-31,-0.02,,"/VS/SS/KS0898 31.07.2026 5,00 EUR",
2026-07-31,-5.0,,Poplatok za vedenie účtu,
2026-07-31,-1.16,,"/VS260302/SS/KS 31.07.2026 289,05 EUR",
2026-07-31,-289.05,ARTON s.r.o.,reklamne plochy,260302.0
2026-07-31,-0.62,,"/VS260303/SS/KS 31.07.2026 153,75 EUR",
2026-07-31,-153.75,ARTON s.r.o.,reklamne plochy,260303.0
2026-07-29,-3.04,,"/VS2620118/SS/KS 29.07.2026 758,95 EUR",
2026-07-29,-758.95,"K-Servis tlaciaren, s.r.o.",reklamne predmety SNS,2620118.0
2026-07-24,-0.74,,"/VS260044/SS/KS 24.07.2026 184,50 EUR",
2026-07-24,-184.5,LK weddings s.r.o.,ostatne,260044.0
2026-07-20,-0.84,,"/VS26126/SS/KS 20.07.2026 209,10 EUR",
2026-07-20,-209.1,"GRYF reklamné štúdio, s.r.o.",reklmane plochy,26126.0
2026-07-20,-3.62,,"/VS260273/SS/KS 20.07.2026 904,05 EUR",
2026-07-20,-904.05,"ARTON, s. r. o.",billboardy 09 10 2026,260273.0
2026-06-30,-0.02,,"/VS/SS/KS0898 30.06.2026 5,00 EUR",
2026-06-30,-5.0,,Zverejňovanie účtu,
2026-06-30,-0.02,,"/VS/SS/KS0898 30.06.2026 4,83 EUR",
2026-06-30,-4.83,,Poplatok za vedenie účtu,
2026-06-03,50000.0,SLOV NARODNA STRANA,prevod komunalne volby SNS 2026,500002026.0
