date,amount,account_name,message,vs
2026-07-23,-39.89,,"B2529713063-44544 12** **** 8801;NAY, PP Svitska ,POPRAD ,SK ;21.07.2026 15:47:43 ;CashBack:0 EUR",
2026-07-12,-49.34,,"B2516750492-44544 12** **** 8801;Alzabox ,Praha 5 ,CZ ;10.07.2026 13:15:31 ;CashBack:0 EUR",
2026-07-10,-62.56,,"B2514416286-44544 12** **** 8801;PAVOL BJALONCIK - STA ,KEZMAROK ,SK ;08.07.2026 15:15:38 ;CashBack:0 EUR",
2026-07-10,-46.32,,"B2514375579-44544 12** **** 8801;Alzabox ,Praha 5 ,CZ ;08.07.2026 12:08:28 ;CashBack:0 EUR",
2026-06-30,-5.0,,Zverejňovanie účtu,
2026-06-25,-79.95,Tlačiareň kežmarok Gg,"Úhrada faktúry tlač, bilboard",2026809.0
2026-06-03,-618.69,Tlačiareň kežmarok Gg,Priprava a tlac prospektov s logom,20260754.0
2026-06-03,-387.88,Tlačiareň kežmarok Gg,Potlač kampaň.tričká,20260758.0
2026-05-31,-5.0,,Zverejňovanie účtu,
2026-05-22,-920.04,Tlačiareň kežmarok Gg,Výroba a potlač,202060601.0
2026-05-12,-1605.77,Tlačiareň kežmarok Gg,Úhrada tlačovín,20260550.0
2026-04-30,-5.0,,Zverejňovanie účtu,
2026-04-26,-406.0,,"B2435244755-44544 12** **** 8801;POSTA KEZMAROK 1 ,KEZMAROK 1 ,SK ;24.04.2026 08:31:27 ;CashBack:0 EUR",
2026-04-25,-2250.0,TARIN s.r.o.,Úhrada faktúry komplexnej prípravy volebnej kampane,260009.0
2026-04-24,-406.0,,"B2434117102-44544 12** **** 8801;POSTA KEZMAROK 1 ,KEZMAROK 1 ,SK ;23.04.2026 08:25:07 ;CashBack:0 EUR",
2026-03-31,-5.0,,Zverejňovanie účtu,
2026-03-18,-1100.0,Róbert Kočan,Fotografické služby - zhotovenie portrétov. Primátor + poslanci.,
2026-03-16,10000.0,Hovaňák Marek,Prevod finančných prostriedkov z osobného účtu,
