date,amount,account_name,message,vs
2026-09-22,-430.44,LAVACOM s.r.o.,Platba,2601290277
2026-09-19,-778.51,LAVACOM s.r.o.,Platba,2601290229
2026-09-05,-29.37,Websupport s. r. o.,Platba,1026282133
2026-09-02,-295.69,LAVACOM s.r.o.,Platba,2601290024
2026-08-31,-5.0,,Poplatok za účet,
2026-08-24,-25.0,FACEBK *2D2AL42FQ4,EUR NÁKUP POS FACEBK *2D2AL42FQ4 / fb.me/ads / (POS 99999999),
2026-07-31,-0.0,,Poplatok za účet,
2026-07-28,-65.19,LAVACOM s.r.o.,Platba,2601270245
2026-07-22,-80.0,KOSICE MESTO,"Platba/Divoková Adriana, JUDr., Ing., PhD., Tomášikova 148/2",3451260322
2026-07-20,3000.0,"Divok Maroš, Ing., PhD.",Platba,
