date,amount,account_name,message,vs
2026-07-27,-83.48,Finančné riaditeľstvo Slovenskej republiky,DPH jun 2026 - TÚ,1100062026.0
2026-07-20,-40.0,,"/VS260278/SS/KS 20.07.2026 29372,40 EUR",
2026-07-20,-29372.4,"ARTON s.r.o., IČO:31595154",OOH,260278.0
2026-07-16,-0.48,,"/VS10260019/SS/KS 16.07.2026 120,00 EUR",
2026-07-16,-120.0,"BOJU Bar, s.r.o., IČO: 52319423",prenájom miestnosti,10260019.0
2026-07-16,-0.2,,"/VS2620600147/SS/KS 16.07.2026 50,00 EUR",
2026-07-16,-50.0,"Mesto Námestovo, IČO: 00314676",miestna daň,2620600147.0
2026-07-16,-1.21,,"/VS2026418/SS/KS0308 16.07.2026 302,58 EUR",
2026-07-16,-302.58,"KRUPA print BIZ,s.r.o.,IČO:44527551",Reklamne predmety,2026418.0
2026-07-16,-10.16,,"/VS2026022/SS/KS0308 16.07.2026 2539,95 EUR",
2026-07-15,-2539.95,"Proficreas, s. r. o., IĊO: 50141520",Grafické práce,2026022.0
2026-07-09,-0.01,,"/VS/SS/KS0898 09.07.2026 0,25 EUR",
2026-07-09,-0.25,,"Poplatok za výber kartou,2203,5,4544 17** **** 0182;RATM OM Central BA ,Bratislava ,SK ;09.07.2026 14:03:37",
2026-07-09,-24.0,,"/VS/SS/KS0608 09.07.2026 3000,00 EUR",
2026-07-09,-3000.0,,"B5151732138-214544 17** **** 0182;RATM OM Central BA ,Bratislava ,SK ;09.07.2026 14:03:37 ",
2026-07-01,-2.0,,S1102759242-30Karta č. 4544 17** **** 0182Ročná daň za platobnú kartu,
2026-07-01,-0.01,,"/VS/SS/KS0898 01.07.2026 0,25 EUR",
2026-07-01,-0.25,,Poplatok za platbu kartou,
2026-07-01,-362.95,,"B2505036075-44544 17** **** 0182;Intuit Mailchimp ,Dublin 2 ,IE ;29.06.2026 09:14:35 ;CashBack:0 EUR",
2026-06-30,-0.02,,"/VS/SS/KS0898 30.06.2026 5,00 EUR",
2026-06-30,-5.0,,Zverejňovanie účtu,
2026-06-30,-0.01,,"/VS/SS/KS0898 30.06.2026 3,17 EUR",
2026-06-30,-3.17,,Poplatok za vedenie účtu,
2026-06-17,235000.0,Hnutie SLOVENSKO,Prevod na TU,
2026-06-16,-40.0,,"/VS3120262653/SS/KS 16.06.2026 11555,85 EUR",
2026-06-16,-11555.85,"AKO, s.r.o. ICO:35863781",Prieskum,3120262653.0
2026-06-16,15000.0,Hnutie SLOVENSKO,Prevod na TU,
