date,amount,account_name,message,vs
2026-07-24,-0.74,,"/VS260044/SS/KS 24.07.2026 184,50 EUR",
2026-07-24,-184.5,LK weddings s.r.o.,ostatne,260044.0
2026-07-20,-0.84,,"/VS26126/SS/KS 20.07.2026 209,10 EUR",
2026-07-20,-209.1,"GRYF reklamné štúdio, s.r.o.",reklmane plochy,26126.0
2026-07-20,-3.62,,"/VS260273/SS/KS 20.07.2026 904,05 EUR",
2026-07-20,-904.05,"ARTON, s. r. o.",billboardy 09 10 2026,260273.0
2026-06-30,-0.02,,"/VS/SS/KS0898 30.06.2026 5,00 EUR",
2026-06-30,-5.0,,Zverejňovanie účtu,
2026-06-30,-0.02,,"/VS/SS/KS0898 30.06.2026 4,83 EUR",
2026-06-30,-4.83,,Poplatok za vedenie účtu,
2026-06-03,50000.0,SLOV NARODNA STRANA,prevod komunalne volby SNS 2026,500002026.0
