date,amount,account_name,message,vs
2026-09-03,-5.9,,"/VS2610005386/SS/KS 03.09.2026 1476,00 EUR",
2026-09-03,-1476.0,"NUBIUM, s.r.o.",Úhrada FA 2610005386 za bigboard,2610005386.0
2026-09-03,-27.8,,"/VS2610005387/SS/KS 03.09.2026 6949,50 EUR",
2026-09-03,-6949.5,"NUBIUM, s.r.o.","Úhrada FA 2610005387 za bigboardy, billboardy",2610005387.0
2026-09-02,-0.68,,"/VS260100015/SS/KS 02.09.2026 170,00 EUR",
2026-09-02,-170.0,MaPej invest s.r.o.,Úhrada FA 260100015 za úhradu poplatku SOZA,260100015.0
2026-09-02,-1.77,,"/VS802604488/SS/KS 02.09.2026 442,88 EUR",
2026-09-02,-442.88,"Spiš Market, spol. s r.o.",Úhrada FA za občerstvenie na akcii KDH,802604488.0
2026-09-02,-3.46,,"/VS261476/SS/KS 02.09.2026 865,69 EUR",
2026-09-02,-865.69,"Peritech, s.r.o.",Úhrada FA 261476 za propagačný materiál na akciu KDH,261476.0
2026-09-02,-1.88,,"/VS20260017/SS/KS 02.09.2026 470,00 EUR",
2026-09-02,-470.0,Jana Schmidtová,Úhrada FA 20260017 za fotografické služby,20260017.0
2026-09-02,-1.0,,"/VS01082026/SS/KS 02.09.2026 250,00 EUR",
2026-09-02,-250.0,Katarína Tomašcová,Úhrada za fotografické služby,1082026.0
2026-09-01,-0.43,,"/VS26201954/SS/KS 01.09.2026 107,48 EUR",
2026-09-01,-107.48,TENTino s.r.o.,Úhrada ZFA 26201954 za propagačný materiál,26201954.0
2026-09-01,-0.31,,"/VS26109456/SS/KS 01.09.2026 78,20 EUR",
2026-09-01,-78.2,"CORNiCO Company, s.r.o.",Úhrada FA 26109456 za materiál na akcie KDH,26109456.0
2026-09-01,-0.03,,"/VS/SS/KS0898 01.09.2026 8,00 EUR",
2026-09-01,-8.0,,Poplatok za výber hotovosti,
2026-09-01,-16.0,,"NOTPROVIDED 01.09.2026 2000,00 EUR",
2026-09-01,-2000.0,,Drobné hotovostné výdavky v kampani,
2026-08-31,-0.02,,"/VS/SS/KS0898 31.08.2026 5,00 EUR",
2026-08-31,-5.0,,Zverejňovanie účtu,
2026-08-31,-0.02,,"/VS/SS/KS0898 31.08.2026 5,00 EUR",
2026-08-31,-5.0,,Poplatok za vedenie účtu,
2026-08-31,-14.03,,"/VS2026122/SS/KS 31.08.2026 3507,96 EUR",
2026-08-31,-3507.96,"SATOR, s.r.o.","Úhrada FA2026122 za reklamné predmety- perá, bannery, kartičky",2026122.0
2026-08-26,-0.26,,"/VS202601043/SS/KS 26.08.2026 64,80 EUR",
