date,amount,account_name,message,vs
2026-09-26,-50.0,,"Nákup: FACEBK *C42Z88NGE4, Dublin, IE, dne 25.9.2026, částka  50.00 EUR",4289
2026-09-24,-209.1,"TYPOPRESS- tlaciaren, s.r.o.",letak A5 4+4,260254
2026-09-22,-20.0,,"Nákup: FACEBK *WVVFT8EGE4, Dublin, IE, dne 21.9.2026, částka  20.00 EUR",4289
2026-09-22,300.0,"Mgr. Beli, Richard",voľby 2026 dotácia konta,
2026-09-21,-1230.0,JurisAds s. r. o.,Uhrada faktury: 202609003,202609003
2026-09-21,1300.0,"Mgr. Beli, Richard",voľby 2026 dotácia konta,
2026-09-17,-209.1,"TYPOPRESS- tlaciaren, s.r.o.",letak A5 4+4,260243
2026-09-17,200.0,"Mgr. Beli, Richard",,
2026-07-31,-437.88,NOTPROVIDED,Platba faktury 2607122,2607122
2026-07-31,500.0,"Mgr. Beli, Richard",komunálne voľby,
