date,amount,account_name,message,vs
2026-09-16,-2454.71,"DALI-BB, s.r.o.","Stanislav Hornik - graficke prace, tlac volebnych materialov",10260549.0
2026-09-16,5000.0,Horník Stanislav,F001160920268972077,
2026-08-31,-5.0,,Zverejňovanie účtu,
2026-07-31,-5.0,,Zverejňovanie účtu,
2026-06-30,-5.0,,Zverejňovanie účtu,
2026-06-12,-46.49,"DALI-BB, s. r. o., Krátka 17, 974 04  Banská Bystr",odberateľ Stanislav Horník - grafické práce - tvorba volebného baneru na internet,10260328.0
2026-05-31,-5.0,,Zverejňovanie účtu,
2026-04-30,-5.0,,Zverejňovanie účtu,
2026-03-31,-5.0,,Zverejňovanie účtu,
2026-02-28,-5.0,,Zverejňovanie účtu,
2026-01-31,-5.0,,Zverejňovanie účtu,
2025-12-31,-5.0,,Zverejňovanie účtu,
2025-11-30,-5.0,,Zverejňovanie účtu,
2025-10-31,-5.0,,Zverejňovanie účtu,
2025-09-30,-5.0,,Zverejňovanie účtu,
2025-08-31,-5.0,,Zverejňovanie účtu,
2025-07-31,-5.0,,Zverejňovanie účtu,
2025-06-30,-5.0,,Zverejňovanie účtu,
2025-05-31,-5.0,,Zverejňovanie účtu,
2025-04-30,-5.0,,Zverejňovanie účtu,
2025-03-31,-5.0,,Zverejňovanie účtu,
2025-02-28,-5.0,,Zverejňovanie účtu,
2025-01-31,-5.0,,Zverejňovanie účtu,
2024-12-31,-5.0,,Zverejňovanie účtu,
2024-11-30,-5.0,,Zverejňovanie účtu,
2024-10-31,-5.0,,Zverejňovanie účtu,
2024-09-30,-5.0,,Zverejňovanie účtu,
2024-08-31,-5.0,,Zverejňovanie účtu,
2024-07-31,-5.0,,Zverejňovanie účtu,
2024-06-30,-5.0,,Zverejňovanie účtu,
2024-05-31,-5.0,,Zverejňovanie účtu,
2024-04-30,-5.0,,Zverejňovanie účtu,
2024-03-31,-5.0,,Zverejňovanie účtu,
2024-02-29,-5.0,,Zverejňovanie účtu,
2024-01-31,-5.0,,Zverejňovanie účtu,
2023-12-31,-5.0,,Zverejňovanie účtu,
2023-11-30,-5.0,,Zverejňovanie účtu,
2023-10-31,-5.0,,Zverejňovanie účtu,
2023-09-30,-5.0,,Zverejňovanie účtu,
2023-08-31,-5.0,,Zverejňovanie účtu,
2023-07-31,-5.0,,Zverejňovanie účtu,
2023-06-30,-5.0,,Zverejňovanie účtu,
2023-05-31,-5.0,,Zverejňovanie účtu,
2023-04-30,-5.0,,Zverejňovanie účtu,
2023-03-31,-5.0,,Zverejňovanie účtu,
2023-02-28,-5.0,,Zverejňovanie účtu,
2023-01-31,-5.0,,Zverejňovanie účtu,
